vo,route_id,F_Class,Urban_Type,Fd_Aid_Rd,Control,Num_Lanes,Opp_Lanes,Surface_Tp,Surface_Wd,Shldr_Rt_W,Shldr_Rt_T,Shldr_Lt_W,Shldr_Lt_T,Shldr_UL_W,Shldr_UL_T,Med_Width,Med_Type,Curb,Lt_Sidewlk,Rt_Sidewlk,Terrain,Toll_Road,City,County,AADT,AADT_Year,Length
11925,L010432 WB,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,,249,3,,,0.0357908
11926,L010433 NB,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,,63,3,,,0.0531588
11927,L010434 NB,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,2,,63,3,,,0.2719547
11928,L010435 NB,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,0,0,2,,63,3,,,0.0415757
11929,L010435 NB,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,0,0,2,,63,3,,,0.3902643
11930,L010436 NB,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,2,,63,3,,,0.2350098
11931,L010436 NB,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,,63,3,,,0.4418644
11932,L010437 NB,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,,63,3,,,0.117138
11933,L010438 NB,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,,63,3,,,0.0654325
11934,L010438 NB,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,0,0,2,,63,3,,,0.0377294
11935,L010439 NB,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,,63,3,,,0.1232591
11936,L010440 NB,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,,63,3,,,0.0492081
11937,L010441 NB,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,,68,11,,,0.1498156
11938,L010441 NB,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,,68,11,,,0.0987882
11939,L010442 NB,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,2,,68,11,,,0.8824721
11940,L010443 NB,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,2,,68,11,,,0.3602493
11941,L010444 NB,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,,68,11,,,0.1384254
11942,L010445 NB,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,2,,68,11,,,0.0398471
11943,L010446 NB,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,,68,11,,,0.0371092
11944,L010447 NB,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,,68,11,,,0.0712302
11945,L010448 WB,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,2,,68,11,,,0.1000046
11946,L010449 WB,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,,68,11,,,0.0504942
11947,L010449 WB,0,5,0,,0,0,,,,,,,,,,,,,,,,68,11,,,0.0466412
11948,L010450 WB,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,2,,68,11,,,0.4724419
11949,L010452 NB,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,2,,68,11,,,0.0851259
11950,L010453 NB,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,,68,11,,,0.0599901
11951,L010454 WB,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,,68,11,,,0.1221639
11952,L010455 WB,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,0,0,3,,68,11,,,0.1275759
11953,L010456 WB,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,3,,68,11,,,0.0839932
11954,L010457 NB,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,0,0,3,,68,11,,,0.2018987
11955,L010458 NB,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,,68,11,,,0.0685881
11956,L010459 NB,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,3,,68,11,,,0.1420999
11957,L010460 NB,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,2,,68,11,,,0.0649497
11958,L010461 NB,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,,68,11,,,0.1033009
11959,L010462 NB,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,2,,68,11,,,0.0820317
11960,L010463 NB,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,2,,68,11,,,0.1294182
11961,L010464 NB,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,,68,11,,,0.0385464
11962,L010465 NB,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,3,,68,11,,,0.4952546
11963,L010466 NB,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,,68,11,,,0.0419529
11964,L010467 NB,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,2,,68,11,,,0.3815066
11965,L010468 NB,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,0,0,3,,68,11,,,0.3139005
11966,L010469 NB,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,0,0,3,,68,11,,,0.2023994
11967,L010470 WB,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,0,0,2,,68,11,,,0.1506161
11968,L010470 WB,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,0,0,2,,68,11,,,0.058886
11969,L010471 NB,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,0,0,3,,68,11,,,0.1085939
11970,L010472 EB,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,3,,68,11,,,0.0487293
11971,L010473 EB,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,3,,68,11,,,0.0846294
11972,L010474 NB,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,2,,68,11,,,0.1179557
11973,L010475 NB,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,,68,11,,,0.2000353
11974,L010476 NB,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,,68,11,,,0.1321513
11975,L010477 NB,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,2,,68,11,,,0.418587
11976,L010478 NB,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,,68,11,,,0.491087
11977,L010479 NB,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,2,,68,11,,,0.0589469
11978,L010480 NB,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,,68,11,,,0.1189741
11979,L010481 NB,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,,337,11,,,0.119451
11980,L010481 NB,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,,68,11,,,0.3937467
11981,L010481 NB,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,2,,68,11,,,1.4125844
11982,L010481 NB,0,5,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,2,,68,11,,,8.90E-06
11983,L010482 NB,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,,68,11,,,0.6014811
11984,L010483 NB,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,,68,11,,,0.4848211
11985,L010484 NB,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,2,,69,15,,,0.420764
11986,L010485 NB,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,2,,69,15,,,0.3468152
11987,L010486 NB,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,,69,15,,,0.0807819
11988,L010487 NB,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,2,,69,15,,,0.1034821
11989,L010488 NB,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,,69,15,,,0.0831255
11990,L010489 EB,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,3,,69,15,,,0.0873809
11991,L010491 NB,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,3,,69,15,,,0.1665676
11992,L010492 EB,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,,69,15,,,0.0887402
11993,L010493 NB,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,,69,15,,,0.1153177
11994,L010494 NB,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,2,,69,15,,,0.2344565
11995,L010495 NB,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,2,,69,15,,,0.0461162
11996,L010496 NB,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,,69,15,,,0.0585786
11997,L010497 EB,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,0,0,2,,69,15,,,0.0842643
11998,L010498 EB,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,,69,15,,,0.0408928
11999,L010499 NB,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,3,,69,15,,,0.1206681
12000,L010500 NB,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,2,,69,15,,,0.2524485
12001,L010501 EB,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,2,,69,15,,,0.0388628
12002,L010502 NB,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,,69,15,,,0.0969267
12003,L010503 EB,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,2,,70,3,,,0.1782959
12004,L010504 NB,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,2,,70,3,,,0.1450849
12005,L010505 NB,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,,70,3,,,0.129908
12006,L010506 EB,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,2,,70,3,,,0.11654
12007,L010507 EB,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,2,,70,3,,,0.0668593
12008,L010511 EB,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,3,,70,3,,,0.183607
12009,L010512 EB,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,,70,3,,,0.1057114
12010,L010513 EB,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,2,,70,3,,,0.1110585
12011,L010514 NB,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,3,,70,3,,,1.524067
12012,L010517 NB,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,2,,70,3,,,0.4988388
12013,L010518 EB,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,,70,3,,,0.2755211
12014,L010524 NB,,,,,,,,,,,,,,,,,,,,,,,,,,0.0505143
12015,L010525 EB,,,,,,,,,,,,,,,,,,,,,,,,,,0.0975097
12016,L010530 NB,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,,70,3,,,0.0841187
12017,L010531 EB,,,,,,,,,,,,,,,,,,,,,,,,,,0.0226599
12018,L010532 NB,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,,70,3,,,0.0858688
12019,L010533 NB,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,2,,70,3,,,0.0298398
12020,L010534 EB,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,,70,3,,,0.0507253
12021,L010540 NB,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,,70,3,,,0.1793987
12022,L010544 EB,,,,,,,,,,,,,,,,,,,,,,,,,,0.18345
12023,L010545 WB,,,,,,,,,,,,,,,,,,,,,,,,,,0.0693607
12024,L010547 WB,,,,,,,,,,,,,,,,,,,,,,,,,,0.0692185
12025,L010548 WB,,,,,,,,,,,,,,,,,,,,,,,,,,0.0591128
12026,L010551 NB,,,,,,,,,,,,,,,,,,,,,,,,,,0.2088718
12027,L010551 NB,,,,,,,,,,,,,,,,,,,,,,,,,,0.0254721
12028,L010551 NB,,,,,,,,,,,,,,,,,,,,,,,,,,0.0252552
12029,L010552 SB,,,,,,,,,,,,,,,,,,,,,,,,,,0.1240019
12030,L010552 SB,,,,,,,,,,,,,,,,,,,,,,,,,,0.0246676
12031,L010552 SB,,,,,,,,,,,,,,,,,,,,,,,,,,0.0245009
12032,L010553 EB,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,,70,3,,,0.0858194
12033,L010554 NB,0,1,0,,,,,,,,,,,,,,,,,,,182,23,,,0.3445734
12034,L010557 WB,,,,,,,,,,,,,,,,,,,,,,,,,,0.1524578
12035,L010559 EB,,,,,,,,,,,,,,,,,,,,,,,,,,0.0315063
12036,L010559 EB,,,,,,,,,,,,,,,,,,,,,,,,,,0.0311635
12037,L010559 EB,,,,,,,,,,,,,,,,,,,,,,,,,,0.0231534
12038,L010560 NB,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,,90,3,,,0.0235973
12039,L010561 NB,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,0,0,2,,90,3,,,0.2227602
12040,L010562 NB,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,0,0,3,,90,3,,,0.0499251
12041,L010565 EB,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,2,,70,3,,,0.0630074
12042,L010566 EB,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,,70,3,,,0.2145426
12043,L010567 NB,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,,70,3,,,0.0634736
12044,L010568 NB,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,,70,3,,,0.0154662
12045,L010571 SB,,,,,,,,,,,,,,,,,,,,,,,,,,0.0534752
12046,L010572 EB,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,3,,70,3,,,0.0188693
12047,L010573 EB,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,,70,3,,,0.0422652
12048,L010574 WB,,,,,,,,,,,,,,,,,,,,,,,,,,0.0202791
12049,L010575 WB,,,,,,,,,,,,,,,,,,,,,,,,,,0.0685495
12050,L010576 WB,,,,,,,,,,,,,,,,,,,,,,,,,,0.0483818
12051,L010577 NB,,,,,,,,,,,,,,,,,,,,,,,,,,0.0228217
12052,L010579 NB,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,2,,90,3,350,,0.0011665
12053,L010579 NB,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,2,,90,3,350,,0.0796337
12054,L010580 NB,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,,90,3,,,0.0672545
12055,L010581 NB,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,,90,3,,,0.0660754
12056,L010582 NB,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,2,,90,3,,,0.0214642
12057,L010583 NB,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,,90,3,,,0.102038
12058,L010584 NB,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,0,0,2,,90,3,,,0.1710491
12059,L010585 NB,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,0,0,2,,90,3,,,0.3132849
12060,L010586 NB,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,0,0,3,,90,3,,,0.1755043
12061,L010587 NB,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,0,0,2,,90,3,,,0.063112
12062,L010588 NB,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,0,0,3,,90,3,,,0.6859027
12063,L010589 NB,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,0,0,3,,90,3,,,0.1167561
12064,L010590 NB,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,0,0,3,,90,3,,,0.3539154
12065,L010591 NB,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,,90,3,,,0.3706094
12066,L010592 NB,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,0,0,2,,90,3,,,0.2445872
12067,L010593 NB,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,,90,3,,,0.1549195
12068,L010594 NB,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,,90,3,,,0.1108516
12069,L010595 NB,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,,90,3,,,0.0939982
12070,L010596 NB,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,0,0,2,,90,3,,,0.2657463
12071,L010596 NB,0,5,0,,2,0,,,,,,,,,,,,,,,,90,3,,,0.5056071
12072,L010598 NB,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,0,0,2,,90,3,,,0.3857171
12073,L010599 NB,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,0,0,2,,90,3,,,0.3043196
12074,L010600 NB,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,0,0,2,,90,3,,,0.1077589
12075,L010601 NB,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,0,0,2,,90,3,,,0.1907114
12076,L010602 NB,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,2,,90,3,,,0.0309526
12077,L010603 NB,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,0,0,2,,90,3,,,0.0681937
12078,L010604 EB,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,0,0,2,,90,3,,,0.0713641
12079,L010605 NB,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,0,0,2,,90,3,,,0.3274985
12080,L010606 NB,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,0,0,2,,90,3,,,0.0678891
12081,L010607 NB,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,0,0,2,,90,3,,,0.0482252
12082,L010608 EB,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,0,0,2,,90,3,,,0.0712606
12083,L010609 NB,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,0,0,2,,90,3,,,0.0112725
12084,L010609 NB,0,5,0,,2,0,,,,,,,,,,,,,,,,90,3,,,0.0430751
12085,L010609 NB,0,5,,,2,0,,,,,,,,,,,,,,,,90,3,,,0.0015548
12086,L010611 NB,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,0,0,2,,90,3,,,0.0518241
12087,L010612 EB,,,,,,,,,,,,,,,,,,,,,,,,,,0.1862663
12088,L010613 NB,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,,90,3,,,0.0177214
12089,L010614 NB,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,,90,3,,,0.5680497
12090,L010615 NB,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,,90,3,,,0.1266118
12091,L010615 NB,0,5,0,,2,0,,,,,,,,,,,,,,,,90,3,,,0.0547158
12092,L010615 NB,0,5,,,2,0,,,,,,,,,,,,,,,,90,3,,,0.0010009
12093,L010616 SB,,,,,,,,,,,,,,,,,,,,,,,,,,0.0064768
12094,L010616 SB,,,,,,,,,,,,,,,,,,,,,,,,,,0.0084238
12095,L010616 SB,,,,,,,,,,,,,,,,,,,,,,,,,,0.0090427
12096,L010617 NB,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,,90,3,,,0.1007982
12097,L010618 NB,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,0,0,2,,90,3,,,0.1346963
12098,L010618 NB,0,5,0,,2,0,,,,,,,,,,,,,,,,90,3,,,0.0429
12099,L010619 NB,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,,90,3,,,0.049253
12100,L010620 NB,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,,90,3,,,0.0920142
12101,L010621 EB,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,0,0,2,,90,3,,,0.2507933
12102,L010622 NB,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,0,0,2,,90,3,,,0.0387352
12103,L010623 NB,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,0,0,2,,90,3,,,0.2426634
12104,L010624 NB,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,3,,90,3,,,0.0863631
12105,L010625 NB,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,0,0,2,,90,3,,,0.0291169
12106,L010627 NB,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,0,0,2,,90,3,,,0.3217735
12107,L010628 NB,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,0,0,2,,90,3,,,0.061761
12108,L010629 NB,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,0,0,3,,90,3,,,0.0673984
12109,L010630 NB,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,,90,3,,,0.0670931
12110,L010631 NB,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,0,0,2,,90,3,,,0.0627642
12111,L010632 EB,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,0,0,2,,90,3,,,0.0582261
12112,L010633 NB,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,0,0,2,,90,3,,,0.0531453
12113,L010634 NB,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,0,0,3,,90,3,,,0.079904
12114,L010635 EB,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,0,0,2,,90,3,,,0.2064852
12115,L010636 NB,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,,90,3,,,0.0778814
12116,L010637 NB,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,,98,3,,,0.9654985
12117,L010637 NB,0,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,,98,3,,,0.0631288
12118,L010638 NB,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,,98,3,,,0.1101505
12119,L010639 NB,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,,98,3,,,0.035332
12120,L010640 NB,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,0,0,3,,98,3,,,0.1208574
12121,L010641 NB,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,2,,98,3,,,0.1441712
12122,L010642 NB,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,,98,3,,,0.009481
12123,L010642 NB,0,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,,98,3,,,0.0818469
12124,L010643 NB,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,3,,98,3,,,0.1285234
12125,L010644 NB,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,3,,98,3,,,0.3890575
12126,L010644 NB,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,3,,190,11,,,0.0286361
12127,L010645 NB,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,2,,98,3,,,0.086522
12128,L010646 NB,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,2,,98,3,,,0.7950723
12129,L010647 NB,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,2,,98,3,,,0.1360581
12130,L010648 NB,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,,98,3,,,0.0672949
12131,L010649 NB,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,2,,98,3,,,0.0671543
12132,L010650 EB,0,5,0,,0,0,,,,,,,,,,,,,,,,98,3,,,0.032601
12133,L010650 EB,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,2,,98,3,,,0.003376
12134,L010651 EB,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,2,,98,3,,,0.043738
12135,L010652 SB,,,,,,,,,,,,,,,,,,,,,,,,,,0.0665437
12136,L010652 WB,,,,,,,,,,,,,,,,,,,,,,,,,,0.0414651
12137,L010652 WB,,,,,,,,,,,,,,,,,,,,,,,,,,0.0289066
12138,L010652 WB,,,,,,,,,,,,,,,,,,,,,,,,,,0.0289941
12139,L010653 NB,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,3,,98,3,,,0.1238704
12140,L010654 NB,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,3,,98,3,,,0.1388069
12141,L010655 NB,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,,98,3,,,0.1405158
12142,L010656 NB,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,3,,98,3,,,0.1469656
12143,L010657 NB,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,,98,3,,,0.1088667
12144,L010657 NB,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,3,,98,3,,,0.1055116
12145,L010658 EB,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,2,,98,3,,,0.7084371
12146,L010659 NB,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,0,0,2,,98,3,,,0.2649273
12147,L010660 NB,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,2,,98,3,,,0.1857883
12148,L010661 NB,2,5,,,0,0,,,,,,,,,,,,,,,,98,3,,,0.0137192
12149,L010661 NB,2,5,0,,0,0,,,,,,,,,,,,,,,,98,3,,,0.0048869
12150,L010661 NB,2,5,,,0,0,,,,,,,,,,,,,,,,98,3,,,0.0129971
12151,L010662 NB,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,,98,3,,,0.0469335
12152,L010663 NB,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,3,,98,3,,,0.0294411
12153,L010664 NB,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,2,,98,3,,,0.0169609
12154,L010665 NB,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,2,,98,3,,,0.0411172
12155,L010666 NB,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,,98,3,,,0.0660443
12156,L010667 NB,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,2,,98,3,,,0.1773751
12157,L010668 NB,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,,98,3,,,0.0667489
12158,L010669 NB,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,2,,98,3,,,0.1094207
12159,L010670 NB,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,,98,3,,,0.1276857
