GeneID	206014020-W-Milk	206014056-W-Milk	208013840-W-Milk	208024121-W-Milk	810049338-W-Milk	810049344-W-Milk	811035548-W-Milk	811035585-W-Milk	811035588-W-Milk	812007775-W-Milk	812027644-W-Milk	812027654-W-Milk	207016597-W2-Milk	208000940-W2-Milk	208000943-W2-Milk	208000985-W2-Milk	208001021-W2-Milk	209021318-W2-Milk	209021321-W2-Milk	210004788-W2-Milk	210004789-W2-Milk	210004794-W2-Milk	210004803-W2-Milk	210004816-W2-Milk	b1	b2	b3	207016597-W2-Blood	208000916-W2-Blood	208000940-W2-Blood	208000943-W2-Blood	208000985-W2-Blood	208001021-W2-Blood	209021318-W2-Blood	209021321-W2-Blood	210004788-W2-Blood
ENSBTAG00000039989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000039991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000039992	0	0	0	0	5	0	0	1	0	0	1	0	1	0	0	0	1	0	1	6	0	0	0	0	6	4	8	1	0	0	0	0	0	0	0	0
ENSBTAG00000039993	0	0	2	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	261	148	442	2	0	0	0	0	0	2	2	0
ENSBTAG00000039994	3	0	0	0	0	0	3	0	0	0	0	0	0	2	1	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000039995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000040000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000040001	5	0	3	0	1	1	0	0	0	1	0	2	0	0	0	0	0	0	0	5	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000040005	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	9	5	16	0	0	0	0	0	0	0	0	0
ENSBTAG00000040006	16	28	14	24	25	12	10	2	2	5	26	16	80	17	10	14	27	18	15	34	10	26	10	12	1234	1316	1222	18	6	2	5	2	6	14	7	6
ENSBTAG00000040008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000040013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000040014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000040016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000040017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000040018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000040019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000040020	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000040021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000040023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000040026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0
ENSBTAG00000040028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000040031	6	3	0	6	0	1	0	1	0	0	9	1	6	0	0	2	2	0	0	4	0	3	2	2	851	1073	1019	5	2	2	0	1	8	0	2	1
ENSBTAG00000040033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000040034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000040038	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	1	3	0	0	1	0	0	0	0	2	1	0	0	0
ENSBTAG00000040040	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
ENSBTAG00000040042	2	4	0	2	3	4	5	1	2	7	6	1	2	12	29	9	40	2	5	25	1	21	5	4	3	0	4	5	5	5	7	6	9	5	6	3
ENSBTAG00000040043	0	0	3	2	1	0	0	0	0	0	0	0	0	1	0	3	0	1	1	0	0	0	2	0	24	16	36	0	2	0	0	0	0	1	0	0
ENSBTAG00000040046	1	8	3	1	7	0	0	0	0	0	0	0	1	0	0	4	0	2	3	3	0	0	2	0	49	30	44	5	7	26	4	14	7	7	1	5
ENSBTAG00000040047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000040051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSBTAG00000040053	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSBTAG00000040054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000040055	27	29	8	22	5	4	5	2	0	21	26	11	44	10	23	26	20	5	7	41	8	14	9	12	2467	2860	2792	23	9	9	7	0	12	20	7	5
ENSBTAG00000040056	3	4	14	11	2	1	0	9	4	24	6	0	1	5	3	7	11	0	7	5	10	1	11	16	0	0	0	1	1	0	0	0	0	1	0	0
ENSBTAG00000040058	0	1	1	0	0	0	7	0	0	0	0	0	0	0	2	0	3	0	0	2	0	1	2	0	79	74	80	1	0	0	0	0	0	1	0	0
ENSBTAG00000040060	1	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	1	0	7	0	3	0	1	0	0	0	0	3	0	0	0	0	1	2	2
ENSBTAG00000040061	13	21	12	6	1	1	1	2	0	7	3	1	1	2	5	6	1	8	1	6	2	3	5	5	170	146	265	13	3	9	9	0	3	3	4	6
ENSBTAG00000040062	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	3	0	0	3	0	0	1
ENSBTAG00000040063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	29	39	46	0	1	1	0	0	0	1	0	0
ENSBTAG00000040064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000040065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1	2	0	0	0	0	0	0	0	0	0
ENSBTAG00000040067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	0	0	0	0	0	0	0	0	0
ENSBTAG00000040069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000040070	7	0	0	9	2	0	0	0	2	1	1	1	0	0	4	0	0	0	0	3	6	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000040072	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	36	26	32	1	0	0	0	0	0	0	0	0
ENSBTAG00000040075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000040076	6	22	17	13	2	7	7	3	0	4	20	2	2	11	8	7	9	15	5	20	3	3	7	4	404	262	474	10	3	3	1	0	3	5	4	0
ENSBTAG00000040078	26	103	28	28	19	25	44	9	2	23	27	11	32	47	45	62	45	59	73	53	12	54	23	59	32	22	37	2	3	2	4	1	6	4	8	3
ENSBTAG00000040082	27	8	3	1	0	0	0	3	1	13	2	2	1	2	4	2	16	0	2	107	6	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000040083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000040084	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0	2	0
ENSBTAG00000040086	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000040088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	27	17	30	0	0	0	0	0	1	0	0	0
ENSBTAG00000040090	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000040093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000040098	2	1	1	1	3	0	1	6	0	1	3	3	2	0	3	2	7	0	0	1	0	1	0	1	0	0	7	1	3	0	0	2	2	1	0	2
ENSBTAG00000040103	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	8	1	1	0	0	0	1	0	0	0
ENSBTAG00000040105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000040106	1	3	0	0	2	0	0	0	0	0	0	1	0	0	1	3	0	0	3	0	0	1	5	1	0	0	0	2	0	0	1	1	3	3	1	1
ENSBTAG00000040108	1	1	2	1	2	0	0	0	0	0	0	4	0	0	0	1	0	0	4	2	0	0	2	4	35	39	36	4	7	2	3	1	1	2	4	0
ENSBTAG00000040109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000040111	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000040116	6	2	1	5	5	3	0	1	2	1	16	2	2	3	7	5	8	4	4	10	0	9	3	0	519	270	671	12	10	2	6	0	10	25	6	5
ENSBTAG00000040118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000040119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000040126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000040128	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	16	8	23	0	0	0	0	0	0	0	0	0
ENSBTAG00000040129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000040130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000040131	4	18	5	10	0	4	7	2	1	8	5	1	11	9	4	15	4	6	4	12	4	3	11	9	377	428	497	3	12	7	5	6	13	7	6	7
ENSBTAG00000040132	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000040133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSBTAG00000040134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000040136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000040139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000040140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000040141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	7	8	6	0	0	0	0	0	0	0	1	0
ENSBTAG00000040143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000040144	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	58	49	54	0	0	0	0	0	0	0	0	1
ENSBTAG00000040146	1	3	0	0	0	0	0	0	0	3	0	0	0	3	1	6	0	0	0	0	0	0	4	2	0	0	4	1	2	10	0	3	3	0	1	5
ENSBTAG00000040147	1	0	0	2	1	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000040150	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000040151	2	3	1	6	4	0	0	0	0	0	0	1	1	0	1	2	5	0	2	2	2	1	1	0	106	114	133	3	0	0	0	0	0	0	0	0
ENSBTAG00000040153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
ENSBTAG00000040155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000040156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000040157	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000040161	3	0	0	3	0	1	2	0	0	0	0	2	1	3	2	0	0	0	4	1	0	0	2	3	6	6	10	2	1	2	2	1	3	4	0	2
ENSBTAG00000040167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSBTAG00000040168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000040169	1	3	0	2	0	0	0	1	0	3	1	1	0	2	3	0	3	2	0	1	0	0	0	2	74	87	89	2	2	2	3	0	1	4	1	0
ENSBTAG00000040171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000040177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000040185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000040187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000040188	3	2	0	2	2	0	1	0	2	2	3	1	1	1	0	8	1	3	3	6	0	6	4	2	0	1	0	5	3	1	3	2	7	4	2	2
ENSBTAG00000040190	0	6	4	1	0	3	2	0	0	0	0	0	1	10	3	2	4	3	1	5	0	5	1	0	228	85	292	3	2	0	3	1	1	6	1	2
ENSBTAG00000040193	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	5	2	5	0	0	1	1
ENSBTAG00000040197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000040199	0	2	0	3	0	0	0	0	0	0	1	0	7	0	1	0	3	0	1	13	0	0	1	1	179	119	181	3	2	0	2	0	1	8	3	2
ENSBTAG00000040202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000040206	0	3	4	4	2	0	0	0	0	1	0	0	3	0	0	1	0	0	1	4	0	0	1	1	78	84	88	0	0	1	0	0	0	1	0	0
ENSBTAG00000040208	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000040209	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000040210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000040215	29	35	7	1	0	4	9	3	0	8	5	4	1	6	1	23	5	5	7	13	2	5	3	9	547	523	760	24	8	17	3	0	11	17	7	7
ENSBTAG00000040217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000040222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000040226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000040228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000040229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000040232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000040236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000040237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000040239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000040242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000040244	4	22	2	8	5	0	2	2	3	3	3	0	4	8	6	8	2	4	6	10	1	3	5	6	951	820	1082	39	14	8	12	7	16	24	15	9
ENSBTAG00000040245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000040248	0	2	0	5	2	0	0	0	0	0	1	0	0	4	2	0	1	3	0	1	0	1	0	0	3	0	0	2	5	6	1	4	3	4	2	6
ENSBTAG00000040250	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000040252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000040253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ENSBTAG00000040254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000040255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000040257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000040261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	2	1	0	0	0	0	0	0	0	0	0
ENSBTAG00000040263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000040268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000040277	0	0	0	0	0	0	2	0	0	0	0	1	0	2	0	0	1	1	1	0	6	0	1	0	6	1	8	1	0	4	0	0	0	0	0	0
ENSBTAG00000040279	5	0	8	9	10	1	0	1	3	2	2	13	0	0	0	0	0	0	0	0	1	0	1	0	6	10	14	174	170	85	56	26	177	77	103	33
ENSBTAG00000040280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000040281	0	1	0	3	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	2	0	4	0	0	11	6	13	5	1	2	0	1	1	1	2	0
ENSBTAG00000040282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000040285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000040290	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	5	4	3	0	2	0	0	6
ENSBTAG00000040291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000040293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000040294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000040295	11	2	16	20	17	6	0	5	1	7	14	3	13	1	4	2	11	0	4	4	1	5	7	5	617	444	597	9	5	0	1	0	1	8	0	1
ENSBTAG00000040296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000040298	0	0	0	1	1	2	1	0	0	0	0	0	0	2	1	0	1	0	0	3	0	4	0	0	7	2	7	0	0	0	0	0	2	0	0	0
ENSBTAG00000040302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	1	0	0	2	0	0	0	0	1	0	0	0	0
ENSBTAG00000040304	4	14	5	3	3	4	5	12	0	34	14	1	4	9	8	32	24	9	6	10	11	6	39	26	10	12	17	19	33	138	6	133	53	15	12	92
ENSBTAG00000040305	0	10	0	1	0	0	1	1	0	3	2	1	0	1	5	12	0	0	14	7	0	1	1	3	0	0	0	0	0	0	0	1	0	0	0	0
ENSBTAG00000040307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000040308	8	2	14	11	15	1	0	4	4	6	13	15	43	7	4	5	11	1	2	17	6	13	7	1	2603	2330	2246	10	14	2	2	0	3	19	7	5
ENSBTAG00000040313	0	1	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	1	6	0	0	1	0	17	14	26	0	0	0	0	1	0	1	0	0
ENSBTAG00000040316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000040318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000040319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000040320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000040321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000040323	1	3	0	2	1	3	3	1	0	2	3	1	0	1	3	4	2	1	2	7	2	4	6	9	32	23	38	4	3	5	3	3	7	4	3	3
ENSBTAG00000040324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000040329	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000040330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000040331	0	2	0	0	0	0	0	0	0	0	0	0	2	1	0	0	3	4	0	3	0	0	2	2	311	189	279	11	5	7	0	4	0	14	11	4
ENSBTAG00000040333	1	0	0	1	0	0	0	0	0	0	5	0	1	1	1	2	2	0	0	8	2	1	3	0	215	122	227	0	3	0	1	0	0	3	0	1
ENSBTAG00000040334	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	4	1	0	2	0	0	1	0	19	5	32	0	0	0	0	0	1	0	0	0
ENSBTAG00000040336	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	6	5	9	1	0	0	1	0	0	1	0	0
